5.000 1:1.0 2:1.0 3:0.9391361448731829 4:1.0 5:1.0000000000000002 6:1.0 7:0.1857733621129557 8:1.0 9:1.0 10:0.9999631024565799 13:1.0 14:1.0 15:1.0 16:0.0
5.000 1:0.848879249184037 2:1.0 3:0.813610685980372 4:0.9230769276618958 5:0.9224267282893606 6:1.0 7:0.10951496376636802 8:0.9752728066628674 9:1.0 10:0.6933497330408603 13:0.8181818181818182 14:0.9090908765792847 15:0.9 16:2.0
0.300 1:0.5870393129212881 2:0.0 3:0.7870675318540092 4:0.782608687877655 5:0.5393512146086744 6:1.0 7:0.0 8:1.0 9:1.0 10:0.9999631024565799 13:0.5 14:0.75 15:0.75 16:1.0
0.600 1:0.6940850175367776 2:1.0 3:0.8162552680997518 4:0.717391312122345 5:0.583715581014151 6:1.0 7:0.1256254790910934 8:0.9067428266466018 9:1.0 10:0.09468430193737931 13:0.5833333333333334 14:0.6666666269302368 15:0.794117647059 16:8.0
4.200 1:1.0 2:0.0 3:0.9396583057495302 4:1.0 5:1.0 6:1.0 7:0.0 8:1.0 9:1.0 10:0.9999631024565799 13:1.0 14:1.0 15:1.0 16:0.0
3.600 1:0.46717142686617075 2:1.0 3:0.744928866824591 4:0.75 5:0.34483679987613514 6:1.0 7:0.1566516224864173 8:0.956470409191262 9:1.0 10:0.21256036564287648 13:0.4 14:0.6666666269302368 15:0.666666666667 16:4.0
5.000 1:0.4496699167155425 2:0.0 3:0.761843176925967 4:0.5483871102333069 5:0.7389795806779024 6:1.0 7:0.0 8:0.96850421648961 9:1.0 10:0.5845363432757621 13:0.47619047619047616 14:0.5714285373687744 15:0.857142857143 16:1.0
2.750 1:0.23491277608982544 2:0.0 3:0.41631518437592313 4:0.6000000238418579 5:0.22877225160496178 6:1.0 7:0.0 8:0.0 9:1.0 10:1.5234298394375715E-5 13:0.06666666666666667 14:0.1666666865348816 15:0.717948717949 16:7.0
5.000 1:0.31223809465153174 2:0.7222222089767456 3:0.5336516705396078 4:0.30000001192092896 5:0.329287833961727 6:1.0 7:0.13811819987656831 8:1.0 9:1.0 10:0.005529330141879709 13:0.18181818181818182 14:0.3636363744735718 15:0.533333333333 16:16.0
3.750 1:0.8046390590531266 2:0.0 3:0.8053566050624125 4:0.8823529481887817 5:0.7831638566269031 6:1.0 7:0.0 8:1.0 9:1.0 10:0.24982936557937768 13:0.75 14:0.875 15:0.714285714286 16:0.0
5.000 1:0.8529309597572396 2:1.0 3:0.7847413139561921 4:0.9200000166893005 5:0.8976228475777966 6:1.0 7:0.23337882151120173 8:1.0 9:1.0 10:0.9999631024565799 13:0.6 14:0.800000011920929 15:1.0 16:0.0
1.250 1:0.3403402344018358 2:0.3968254029750824 3:0.6030224478735954 4:0.6451612710952759 5:0.35236727508981147 6:1.0 7:1.011971275183545E-8 8:0.0 9:1.0 10:4.4802065704530964E-4 13:0.14285714285714285 14:0.2857142686843872 15:0.65306122449 16:1.0
5.000 1:0.5566349940711057 2:1.0 3:0.8002710870335552 4:0.585365891456604 5:0.6096506804119247 6:1.0 7:0.149201077142905 8:0.9909471862110064 9:1.0 10:0.6869975437767023 13:0.5 14:0.5 15:0.661764705882 16:4.0
4.250 1:0.4792600312187512 2:1.0 3:0.6639316515485867 4:0.6086956262588501 5:0.5491709549208642 6:1.0 7:0.13638968765174717 8:0.8948169983603638 9:1.0 10:0.7688929168781904 13:0.35714285714285715 14:0.625 15:0.583333333333 16:6.0
3.400 1:0.622918911904001 2:1.0 3:0.7420779935397042 4:0.7297297716140747 5:0.7195022927024071 6:1.0 7:0.16745483306577125 8:1.0 9:1.0 10:0.9999631024565799 13:0.35714285714285715 14:0.625 15:0.659340659341 16:1.0
